DATE,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2018-07-01,221504.3,54662.3,352675.5,128085,,374189.9,282218.5,75363.2,140037.9,1058373.3,607510.7,93158,79215.2,867094.9,369451.8,190722.5,172640.4,208351.9,254370.6,64995.8,412642.5,573514.9,523755.7,374310,113936.3,319406.8,50716.4,124122.7,169764.1,85107,615866.2,100660.7,1720476,569085.4,56912.7,680592.9,200001.1,243988.7,783635.5,59983.1,236517.2,53222.1,365540,1809490.7,183298.1,33039.3,535895.8,584400.7,78646.4,339101.6,40027.2
2018-10-01,224372.7,54765.1,357076.8,129333.4,,379145.3,281242.4,75333.3,140360,1068242.7,612177.4,94083.2,80713.5,872806.4,373039.3,191380.8,173162.6,210804.8,256352,65126.3,415388.7,578523.3,526002.6,376927,114733.4,321129.7,51594.2,126350.2,173301.9,85242.5,622743.8,101934.9,1720265.7,576026,57029.9,684495.3,202303.9,246324.2,789567.7,60939.3,240079.8,53729.7,368171.5,1824833.2,184972.2,33320.9,540669.6,585621.8,79484.8,342197.3,40227.2
2019-01-01,225565.2,54137.6,361379.7,129192.6,,384026.7,285446.1,76249.9,141906.1,1087640.8,616436.6,94840.1,81657.1,878173.3,374442.5,192286,174451.9,212486.2,255724.2,66662.1,420722,588307.9,529751,378234.2,114562.6,324813.1,51910.8,126562.5,174546.7,87338.2,626257.5,102971.8,1746190.9,581020.2,56696.4,688012.2,202146.7,249543.8,797988.3,61626.6,244305.4,53712.3,370936.3,1827426.3,189356.4,33810.5,548014.2,600330.7,78711.4,345241.7,40114.1
2019-04-01,226927,54279.9,366904.9,130471.2,,390214.3,286646.4,76924.7,142608.5,1098679.2,622814.4,95110.9,82880.3,880445.3,377843.6,193982.1,175961.7,214284.4,255708.2,67053.4,424620.3,594309.9,533726.8,381618.1,115174.6,326229.7,52442.3,128850.5,176843.8,87343,631545.7,104682.2,1771545.4,588477.4,57356.8,691884.6,202274,251471.7,805933.2,61804.6,245094.6,54497.3,375387.5,1835576.3,190105,33805.8,552269.8,608171.1,79185.1,348471.3,40301.3
2019-07-01,229328.2,54449.9,373173,131556.2,,396839.6,288493.2,77275.7,143764.8,1113170,629465.7,96025.2,84333.4,890357.8,381578.6,196116.7,176953.6,216398.7,257162.2,68167.9,428649.7,600545,540585.8,385752.1,116505.7,329899.7,53350.6,131433.2,179655.6,87840.4,638363.6,106005,1779739.8,595117.9,57198.6,698180.8,202119.3,254784.7,812579.9,61768.8,249110.6,55502.2,379183,1850626.4,193976,34117.2,560807.5,618623,79078.5,350017.4,40500.8
2019-10-01,230750.1,54674.7,379018.8,132596.4,,400863.4,290703,77879.4,145278,1126510.3,634137.5,97001.1,85791.1,893355.5,384871.7,196247.4,178605.1,218426.1,259079.3,68984.9,432997.8,603209.6,543489.4,389503.7,117642.3,332659.7,54034.7,133201,181751.6,88014.8,642967.7,106914.4,1791566.8,601787.9,57471.9,703368.9,201604.3,258692.6,818448.6,62335.4,251664.5,56051.9,380823,1861581.9,196639.4,34320.2,566529.4,624861.4,78480.5,353935.5,40764.3
2020-01-01,229831.4,52864.4,377475.9,131818,,400041.2,288368.1,76283.2,145727.8,1121367,631345.6,95364.3,85835.1,884447,381901.9,196502.8,177917.3,216580.3,250976.2,68319.2,431771.8,600740,535152.9,384500.3,117099.2,330286.5,53284.7,132719.5,180034,88126.5,641665.5,104461.6,1778240,600630.9,56417.5,696274.2,195606.4,257687.6,808936.8,61953.8,247816.9,56071.7,379453.8,1818394.5,195594.4,34016.6,562718,625120.6,76366.3,348021,38680.2
2020-04-01,209852.3,45644.4,350140.9,120812.4,,365008.7,262708.3,71610.5,137972.4,1026676.3,580731.7,83429,77384.1,807383.5,344033.2,179037.3,161464.3,193877.8,224129.4,61496.3,398609.3,546546.3,475493.9,348033.8,105681,299130.6,47721.4,119692.3,156421.3,78691.2,574017.5,93367.1,1587879.2,546775.7,49880.8,626275.4,173060.5,233799.2,723830.4,56285.2,224689.2,50951.3,333194.3,1628185,182894.6,30174.8,519911.6,579694.9,68000.8,314026.5,33233.1
2020-07-01,228062.3,50412.9,378296.5,130709.5,,394271.4,283601.4,76468,144653.3,1111613.8,627666.8,89865.6,85551.6,875671.3,379292.5,195352.8,175465.2,213169.1,244576.7,67129.3,427615.8,590307.1,524828.2,379388.3,115899.8,325841.3,51933.5,129761.5,175509,86319.2,625658.8,100776.8,1705127,594125.5,54043.7,683460.1,186882.9,253848.9,788500,61081.2,245473.2,55243.2,369062.8,1772131.6,198630.2,33277.8,557986.3,632013.5,74510.9,344500,35999.5
2020-10-01,231736.3,52065,383930.5,132955.6,,401073.6,288923.4,77688.1,145777.4,1123895.8,637215.9,90765.7,87358,886565.2,385319,199947.8,178346.5,216469.5,248280.7,67839.3,432908.5,598562.5,528238.1,385484.7,118122.3,331576.5,53015.4,133061.6,178426.2,87300.2,634902.6,102635,1724932.8,603012.6,55789.8,694139.4,190775.6,256498.1,799437,61578.5,248775.5,57142.3,376232.7,1820226.5,202823.9,33717.5,566425.1,637990.7,75958.7,348165.9,37053.3
2021-01-01,238725.6,54628.8,394489.7,137311.8,,413578.5,294545.9,79124.2,147521,1151608,653937.6,92540.8,89826,909487.2,397134,205693.7,184184.2,222879.9,257593.3,69408.8,442858.1,611916.9,542566.2,396993.9,122015.2,340144.4,55106.5,137268.4,185163.2,89604.7,649828.7,106380.1,1758070.7,619594.6,58777,713507,198008.2,262587.1,821117.4,63052.5,255468.5,58877.9,386444.3,1879785.5,209203.4,34565,579860.4,651107.3,79689.9,357364.5,39060.9
